"","ID","T1_home_office","T3_HO1","T3_HO2","T3_HO3","T3_HO4","T3_HO5","T3_HO6","T3_HO7","T3_HO8","T3_HO9","T3_HO10","T3_HO11","T3_HO12","T3_HO13","T3_HO14","T3_HO15","T3_HO16","T3_HO17","T3_HO18","T3_HO19","T3_HO20","T3_HO21","T3_HO22","T3_HO23","T3_HO24","T3_HO25","T3_HO26","T3_HO27","T3_HO28","T3_HO29","T3_HO30","T3_HO31","T3_HO32","T4_HO1","T4_HO2","T4_HO3","T4_HO4","T4_HO5","T4_HO6","T4_HO7","T4_HO8","T4_HO9","T4_HO10","T4_HO11","T4_HO12","T4_HO13","T4_HO14","T4_HO15","T4_HO16","T4_HO17","T4_HO18","T4_HO19","T4_HO20","T4_HO21","T4_HO22","T4_HO23","T4_HO24","T4_HO25","T4_HO26","T4_HO27","T4_HO28","T4_HO29","T4_HO30","T4_HO31","T4_HO32","T6_HO1","T6_HO2","T6_HO3","T6_HO4","T6_HO5","T6_HO6","T6_HO7","T6_HO8","T6_HO9","T6_HO10","T6_HO11","T6_HO12","T6_HO13","T6_HO14","T6_HO15","T6_HO16","T6_HO17","T6_HO18","T6_HO19","T6_HO20","T6_HO21","T6_HO22","T6_HO23","T6_HO24","T6_HO25","T6_HO26","T6_HO27","T6_HO28","T6_HO29","T6_HO30","T6_HO31","T6_HO32","T7_HO4","T7_HO6","T7_HO7","T7_HO10","T7_HO11","T7_HO12","T7_HO13","T7_HO14","T7_HO15","T7_HO16","T7_HO17","T7_HO18","T7_HO19","T7_HO20","T7_HO21","T7_HO22","T7_HO23","T7_HO24","T7_HO25","T7_HO26","T7_HO27","T7_HO28","T7_HO29","T7_HO30","T7_HO31","T7_HO32","T8_HO4","T8_HO6","T8_HO7","T8_HO10","T8_HO11","T8_HO12","T8_HO13","T8_HO14","T8_HO15","T8_HO16","T8_HO17","T8_HO18","T8_HO19","T8_HO20","T8_HO21","T8_HO22","T8_HO23","T8_HO24","T8_HO25","T8_HO26","T8_HO27","T8_HO28","T8_HO29","T8_HO30","T8_HO31","T8_HO32"
"34",4243095492650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,1,2,2,2,2,2,20,2,3,3,3,3,3,3,2,"-99",2,2,2,3,3,3,3,3,3,3,3,4,4,1,3,0,1,3,3,3,3,3,3,3,1,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,1,54,4,50,3,3,3,3,4,4,4,1,"-99",3,3,3,3,3,3,3,3,3,3,3,4,4
"35",4243103969790,50,1,-99,2,1,0,0,0,0,10,50,4,4,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,15,100,5,35,15,100,4,2,1,1,2,3,4,3,"-99",3,1,3,1,2,3,4,4,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",4243593329080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",4243708584360,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,1,1,0,0,0,0,20,20,4,4,1,1,5,4,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,50,50,3,4,1,1,4,4,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",4244016118510,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,0,99,0,40,7,84,3,5,1,1,3,3,4,1,"-99",4,4,4,3,4,3,1,4,1,3,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",4244294098940,0,1,-99,2,2,0,0,0,0,0,50,4,4,2,3,3,4,3,1,"-99",4,2,3,3,3,3,3,4,4,4,3,3,3,1,-99,2,2,50,51,0,25,50,50,4,4,3,4,4,4,4,1,"-99",4,3,4,4,5,5,4,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,8,32,4,3,4,2,5,3,3,1,"-99",4,3,4,4,3,3,3,3,3,3,3,4,4
"40",4244436846790,70,1,-99,2,2,2,3,0,0,0,0,2,2,2,2,2,2,2,1,"-99",3,3,3,3,3,3,3,3,3,3,3,4,4,2,6,2,2,100,100,40,40,89,100,4,4,4,4,4,4,4,1,"-99",3,3,3,3,3,3,3,3,3,3,3,5,5,1,-99,1,1,0,57,20,20,49,48,3,3,3,3,3,3,3,1,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,2,2,2,2,2,2,2,1,"-99",2,2,2,2,2,2,2,2,2,2,2,3,3,2,100,40,55,3,3,3,3,3,3,3,1,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3
"41",4244550949940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",4244588018930,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",4244730671650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,1,1,1,0,0,1,1,4,2,1,1,3,1,5,0,"-99",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,2,2,1,3,3,4,4,4,1,"-99",1,1,1,1,1,1,1,5,5,5,5,2,5,1,0,0,0,1,1,2,1,5,5,5,1,"-99",1,1,1,1,1,5,5,5,5,5,5,1,5
"44",4244799334370,10,2,16,2,2,60,100,20,16,0,60,2,2,1,1,2,1,4,1,"-99",4,3,1,5,5,5,4,5,3,5,4,4,5,2,16,2,2,60,100,18,16,30,100,3,1,1,4,2,1,4,1,"-99",5,4,1,5,5,4,4,4,3,4,4,3,5,2,16,2,2,50,65,15,14,30,30,2,3,1,1,2,2,5,1,"-99",4,3,1,5,5,5,4,4,4,5,4,5,5,2,50,16,30,3,3,1,1,2,2,4,1,"-99",4,4,1,5,5,5,5,5,4,5,3,5,5,2,50,16,100,2,1,1,1,1,1,4,1,"-99",4,3,1,5,5,5,5,5,4,5,4,5,5
"45",4244808889650,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",4244887107650,5,2,1,2,2,0,0,0,0,36,90,3,5,1,1,5,5,4,6,"Habe nicht im HO gearbeitet.",1,1,1,1,1,1,1,1,1,1,1,0,0,2,1,2,2,5,5,0,1,40,79,2,4,1,1,5,5,4,3,"-99",3,3,3,3,3,3,3,3,3,3,3,4,4,1,-99,1,1,9,21,1,2,19,13,3,3,3,3,3,3,3,3,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,2,23,0,18,3,3,3,3,3,3,3,2,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,2,40,25,70,3,3,3,3,3,3,3,1,"-99",3,3,3,3,3,3,3,3,3,3,3,5,5
"47",4244901873940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,2,0,30,0,5,5,20,4,3,2,2,3,3,2,1,"-99",3,3,2,2,2,3,2,4,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,3,5,1,2,2,2,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0
"48",4244956827370,100,2,11,2,2,100,100,40,40,100,100,5,1,1,1,1,1,1,2,"-99",1,1,1,1,1,5,5,5,5,5,5,5,5,2,10,2,2,100,100,50,50,100,100,5,5,1,1,1,1,3,2,"-99",1,1,1,1,5,5,5,5,5,5,5,5,5,2,20,2,2,100,100,40,40,100,100,1,1,1,1,1,1,1,2,"-99",1,1,1,1,1,1,1,1,1,1,1,5,5,2,100,50,100,5,5,1,1,1,1,1,2,"-99",1,1,1,1,5,5,5,5,5,5,5,5,5,2,100,40,100,1,1,1,1,1,1,1,2,"-99",1,1,1,1,1,5,5,5,5,5,5,5,5
"49",4245007637360,30,1,-99,1,1,35,23,0,0,22,31,3,4,2,1,3,1,3,2,"-99",2,4,2,3,1,4,3,5,1,4,2,2,4,1,-99,1,1,65,41,0,0,41,62,2,3,1,3,4,2,3,2,"-99",2,4,3,1,3,4,2,3,4,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",4245309928790,31,2,8,2,2,89,89,21,40,50,93,4,4,1,1,2,2,3,1,"-99",3,1,1,1,4,3,4,4,3,4,3,4,4,2,10,2,2,50,61,20,20,49,52,4,4,1,1,2,2,3,1,"-99",3,1,2,1,4,4,4,4,4,4,4,4,4,2,6,2,2,49,50,10,10,52,52,4,4,2,2,3,3,4,1,"-99",3,1,1,1,3,4,4,4,4,4,4,4,4,2,50,12,98,3,3,3,2,3,4,3,1,"-99",3,1,2,2,4,4,4,4,4,4,4,4,4,2,50,20,50,4,4,1,1,2,2,3,1,"-99",2,2,2,2,2,4,4,4,4,4,4,4,4
"51",4245377566220,0,1,-99,1,1,40,43,0,0,40,49,3,3,3,3,3,3,3,2,"-99",3,3,2,3,3,3,3,3,3,3,3,3,3,1,-99,1,1,0,0,0,0,0,0,3,4,4,3,4,4,5,3,"-99",4,4,2,3,3,4,4,3,4,0,3,4,3,1,-99,1,1,0,0,0,0,0,0,3,3,3,4,3,3,4,2,"-99",3,5,3,3,3,3,3,2,4,4,3,2,3,1,0,0,0,3,5,4,3,4,4,4,3,"-99",3,3,3,4,4,3,3,3,4,4,4,3,3,1,0,0,0,4,5,2,4,3,4,3,1,"-99",4,0,4,2,4,3,4,5,4,4,3,3,3
"52",4245493836220,20,2,3,2,2,20,100,8,40,20,31,3,4,1,1,4,4,4,3,"-99",5,1,1,1,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,20,80,8,35,30,80,5,5,3,4,3,4,4,2,"-99",4,4,4,3,4,4,5,4,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,85,34,68,3,3,1,2,3,3,3,1,"-99",3,2,2,2,4,4,4,4,5,4,3,3,3
"53",4245700944800,99,2,3,2,2,100,100,39,39,20,20,5,4,1,1,3,3,2,1,"-99",2,1,1,1,5,5,3,5,3,3,5,5,4,2,3,2,2,100,100,44,44,100,100,4,4,1,1,1,1,1,2,"-99",5,1,1,1,5,5,5,5,5,5,5,0,5,2,3,2,2,100,100,44,44,73,71,4,3,1,1,1,1,1,2,"-99",3,2,2,1,3,3,3,3,2,3,3,5,5,2,100,43,80,4,3,1,1,3,1,1,2,"-99",3,2,1,1,5,5,5,5,3,5,5,5,5,2,100,43,70,4,4,1,1,4,3,4,2,"-99",4,1,1,1,5,3,3,5,3,4,4,5,5
"54",4245715785080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,2,100,50,15,7,44,50,2,4,3,4,3,2,3,2,"-99",3,3,2,4,2,4,2,2,4,3,2,3,2,2,50,8,50,3,3,2,4,2,3,3,2,"-99",3,2,4,3,3,2,3,0,4,2,4,4,5,2,50,7,49,4,3,2,3,3,3,2,2,"-99",4,3,4,3,2,3,3,4,4,3,3,3,3
"55",4245739081360,0,1,-99,1,1,0,0,0,0,0,0,3,4,1,1,1,1,1,6,"-",1,1,1,1,1,1,1,1,1,1,1,1,1,1,-99,2,1,0,0,0,0,0,0,3,4,1,1,1,1,1,0,"-99",1,1,1,1,1,1,1,1,1,1,1,0,0,1,-99,2,1,0,0,0,0,0,0,4,4,1,2,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,1,1,1,1,3,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0
"56",4245745381080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",4246023329800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",4246167102940,0,2,7,2,2,0,0,0,0,0,0,4,4,1,2,2,2,2,1,"-99",0,0,0,0,0,0,0,0,0,0,0,4,4,1,-99,2,2,0,0,0,0,30,50,4,3,2,1,3,3,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,20,40,5,5,3,2,3,4,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,35,4,4,3,4,2,4,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,3,3,3,4,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0
"59",4246231558800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,10,100,4,38,10,90,3,3,1,2,3,3,4,2,"-99",4,3,2,2,3,3,3,4,2,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",4246496960930,0,1,-99,1,1,0,0,0,0,0,0,1,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,5,1,1,-99,1,1,0,0,0,0,0,0,2,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,1,1,0,0,0,0,0,0,3,4,1,1,1,1,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0
"61",4246580389940,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,50,50,20,10,11,50,3,3,1,1,1,1,1,3,"-99",1,1,1,1,3,3,3,3,3,3,1,4,4,2,2,2,2,35,67,12,20,50,50,4,4,1,1,1,1,1,2,"-99",3,1,1,1,1,3,3,3,3,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,50,10,50,3,4,1,1,1,1,1,3,"-99",3,1,1,1,3,3,1,1,1,1,1,5,5
"62",4246617458930,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",4246659717790,2,1,-99,2,2,1,33,1,10,13,62,5,4,1,1,3,3,3,3,"-99",2,1,3,2,3,4,5,4,4,4,3,4,4,1,-99,2,2,1,40,0,15,7,67,4,4,1,1,4,3,2,3,"-99",4,2,2,1,2,4,4,4,5,5,3,4,5,1,-99,2,1,1,3,1,2,0,0,4,4,1,1,2,3,2,3,"-99",1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,0,0,4,4,1,1,2,2,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",4246660774790,10,1,-99,1,1,0,0,0,0,0,10,3,5,5,3,3,2,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,0,0,4,4,3,3,3,2,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,0,0,3,5,2,3,2,3,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,5,3,3,3,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,3,3,4,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0
"65",4246911294360,10,2,5,2,2,51,98,12,35,21,78,5,5,1,1,1,1,5,1,"-99",2,1,1,1,5,5,5,5,5,5,5,5,5,2,7,2,2,29,100,7,38,19,82,4,4,1,1,1,1,5,1,"-99",1,1,1,1,5,5,5,5,5,5,5,4,5,1,-99,2,2,1,100,0,38,9,89,4,4,1,1,1,1,5,1,"-99",2,1,1,1,5,4,5,4,5,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,99,36,79,4,4,4,4,4,4,4,1,"-99",1,1,1,0,5,5,5,5,5,5,5,4,5
"66",4247099376940,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",4247140673930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,1,0,13,0,0,0,10,1,2,2,1,1,1,2,1,"-99",1,2,2,2,4,2,4,4,4,4,3,4,5,1,0,0,0,3,3,4,2,4,4,5,1,"-99",1,1,1,1,1,1,1,1,1,1,1,3,3,1,100,0,0,4,4,3,4,5,3,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0
