"","ID","T1_home_office","T3_HO1","T3_HO2","T3_HO3","T3_HO4","T3_HO5","T3_HO6","T3_HO7","T3_HO8","T3_HO9","T3_HO10","T3_HO11","T3_HO12","T3_HO13","T3_HO14","T3_HO15","T3_HO16","T3_HO17","T3_HO18","T3_HO19","T3_HO20","T3_HO21","T3_HO22","T3_HO23","T3_HO24","T3_HO25","T3_HO26","T3_HO27","T3_HO28","T3_HO29","T3_HO30","T3_HO31","T3_HO32","T4_HO1","T4_HO2","T4_HO3","T4_HO4","T4_HO5","T4_HO6","T4_HO7","T4_HO8","T4_HO9","T4_HO10","T4_HO11","T4_HO12","T4_HO13","T4_HO14","T4_HO15","T4_HO16","T4_HO17","T4_HO18","T4_HO19","T4_HO20","T4_HO21","T4_HO22","T4_HO23","T4_HO24","T4_HO25","T4_HO26","T4_HO27","T4_HO28","T4_HO29","T4_HO30","T4_HO31","T4_HO32","T6_HO1","T6_HO2","T6_HO3","T6_HO4","T6_HO5","T6_HO6","T6_HO7","T6_HO8","T6_HO9","T6_HO10","T6_HO11","T6_HO12","T6_HO13","T6_HO14","T6_HO15","T6_HO16","T6_HO17","T6_HO18","T6_HO19","T6_HO20","T6_HO21","T6_HO22","T6_HO23","T6_HO24","T6_HO25","T6_HO26","T6_HO27","T6_HO28","T6_HO29","T6_HO30","T6_HO31","T6_HO32","T7_HO4","T7_HO6","T7_HO7","T7_HO10","T7_HO11","T7_HO12","T7_HO13","T7_HO14","T7_HO15","T7_HO16","T7_HO17","T7_HO18","T7_HO19","T7_HO20","T7_HO21","T7_HO22","T7_HO23","T7_HO24","T7_HO25","T7_HO26","T7_HO27","T7_HO28","T7_HO29","T7_HO30","T7_HO31","T7_HO32","T8_HO4","T8_HO6","T8_HO7","T8_HO10","T8_HO11","T8_HO12","T8_HO13","T8_HO14","T8_HO15","T8_HO16","T8_HO17","T8_HO18","T8_HO19","T8_HO20","T8_HO21","T8_HO22","T8_HO23","T8_HO24","T8_HO25","T8_HO26","T8_HO27","T8_HO28","T8_HO29","T8_HO30","T8_HO31","T8_HO32","T9_HO4","T9_HO6","T9_HO7","T9_HO10","T9_HO11","T9_HO12","T9_HO13","T9_HO14","T9_HO15","T9_HO16","T9_HO17","T9_HO18","T9_HO19","T9_HO20","T9_HO21","T9_HO22","T9_HO23","T9_HO24","T9_HO25","T9_HO26","T9_HO27","T9_HO28","T9_HO29","T9_HO30","T9_HO31","T9_HO32","T3_covid11","T4_covid11","T6_covid11","T7_covid11","T8_covid11","T9_covid11"
"2390",5093215256360,0,1,-99,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,1,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,1,-99,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,1,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,1,-99,1,1,50,51,0,0,52,51,3,3,3,3,3,3,3,6,"---",3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,3,3,3,3,3,3,3,2,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,0,3,3,3,3,3,3,3,2,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,2,50,0,50,3,3,3,3,3,3,3,2,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,0,6,5
"2391",5093238457510,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,1,2,0,0,0,0,0,0,5,4,4,2,3,3,3,1,"-99",1,1,1,1,2,2,3,3,2,3,2,3,2,NA,-66,NA,NA,NA,NA,-66,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,4,2,4,2,3,4,2,1,"-99",2,3,2,4,3,3,2,3,4,3,4,4,3,1,0,0,100,3,4,4,3,3,4,4,2,"-99",3,4,4,2,3,3,3,3,4,3,3,2,3,NA,0,NA,NA,0,0
"2392",5093279701650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393",5093365350360,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2394",5093425514800,0,1,-99,2,1,0,0,0,0,0,0,3,2,1,1,1,1,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,0,0,4,4,1,1,1,1,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,20,20,3,3,1,1,1,1,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,1,1,1,1,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,1,1,1,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2395",5093484759650,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396",5093613734790,11,1,-99,1,1,42,47,0,40,48,56,4,3,3,3,3,3,3,2,"-99",3,4,4,3,3,3,3,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,1,1,71,67,40,36,59,78,4,3,3,3,3,3,3,2,"-99",4,3,3,3,3,3,3,3,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA
"2397",5093901207080,0,1,-99,2,1,0,0,0,0,0,0,2,3,2,1,2,4,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,0,0,2,4,3,1,2,3,5,2,"-99",4,1,1,2,1,1,2,3,4,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,16,2,3,4,1,3,5,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,6
"2398",5094237322510,0,1,-99,1,1,0,0,0,0,0,0,2,5,1,1,1,1,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,1,1,0,0,0,0,0,0,2,5,1,1,1,1,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,2,5,1,1,1,1,2,6,"nirgends",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,2,1,1,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA
"2399",5094360959800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,3,3,3,3,3,3,3,6,"nix",1,1,1,1,1,1,1,1,1,1,1,5,5,NA,NA,NA,NA,NA,6
"2400",5094373643800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,1,1,0,1,0,0,90,2,2,4,2,4,4,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"2401",5094390629790,0,1,-99,2,1,0,0,0,0,0,0,4,4,1,1,3,3,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,0,0,2,3,1,1,3,3,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,0,0,5,5,1,1,1,1,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,1,1,3,1,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,1,1,1,1,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA
"2402",5094457178510,8,1,-99,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,6,"Arbeite im freien",3,3,3,3,3,3,3,3,3,3,3,3,3,1,-99,2,1,4,4,0,0,5,6,2,2,2,2,2,2,2,2,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,1,-99,1,1,1,2,0,0,0,0,3,3,3,3,3,3,3,0,"-99",1,1,1,1,1,1,1,1,1,1,1,0,3,1,0,0,0,3,3,3,3,3,3,3,3,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0,1,3,3,3,3,3,3,3,3,"-99",3,3,3,3,3,3,3,3,3,3,3,4,3,1,2,0,1,3,3,3,3,3,3,3,0,"-99",3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,4,3
"2403",5094674920510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404",5094737336360,30,2,1,2,2,20,20,2,8,10,50,5,4,1,1,2,2,4,3,"-99",3,2,2,2,4,4,4,4,3,3,4,4,4,1,-99,2,2,10,12,1,4,4,16,4,4,1,1,3,3,5,3,"-99",3,1,1,1,5,5,5,5,5,5,4,5,4,1,-99,2,2,10,15,6,6,4,3,5,5,1,1,3,2,3,3,"-99",3,2,1,1,5,4,4,4,4,4,4,4,4,2,15,4,10,4,4,4,4,2,4,4,3,"-99",4,1,1,1,4,4,5,4,4,4,4,4,4,2,11,5,10,5,5,1,1,2,2,4,3,"-99",3,1,1,2,5,5,5,5,4,4,4,4,4,2,9,2,9,4,4,1,1,1,1,4,3,"-99",4,1,1,1,4,5,4,5,4,4,4,4,4,6,0,0,0,7,0
"2405",5105312547370,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,1,0,0,0,0,0,0,3,3,1,1,5,4,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,1,5,5,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,3,1,1,4,4,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,1,3,3,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6,0,0,7
"2406",5105662456650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,15,15,8,8,20,60,4,5,1,3,4,4,5,1,"-99",1,1,1,1,5,5,4,5,4,5,3,5,5,2,15,8,50,1,5,1,1,5,5,3,1,"-99",3,1,2,1,5,5,4,5,3,5,3,5,5,2,20,10,25,1,4,1,1,3,4,5,1,"-99",2,1,1,1,5,5,5,5,5,5,5,5,5,2,20,9,50,1,5,1,5,4,4,4,1,"-99",2,1,1,1,5,5,5,5,5,5,5,5,5,NA,NA,4,4,7,7
"2407",5105984831080,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,1,49,0,20,0,100,0,1,1,5,5,5,5,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,2,40,2,1,40,0,20,0,100,0,1,1,1,1,3,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0
"2408",5106053525510,51,1,-99,1,1,0,0,0,0,0,0,5,5,1,1,1,1,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,1,1,0,0,0,0,0,0,5,5,1,1,1,1,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,1,1,0,0,0,0,0,0,5,5,1,1,1,1,5,6,"Arbeitsplatz Supermarkt",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,1,1,1,1,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,1,1,1,1,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0
"2409",5106131764650,0,1,-99,1,1,0,1,0,0,0,70,5,5,1,1,1,1,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,2,2,2,0,0,0,0,5,5,2,3,5,5,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,1,1,1,0,0,0,0,0,3,5,1,1,1,2,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,5,1,2,4,4,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,5,5,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2,2,5,5,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410",5106156065080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,1,1,0,0,0,0,0,0,5,5,1,1,1,1,3,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,"-99",0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,5,5,1,1,1,1,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81,4,4,1,1,3,3,2,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0
"2411",5106161350080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,1,2,2,0,0,0,0,1,1,1,1,1,1,1,6,"nichts",1,1,1,1,1,1,1,1,1,0,1,3,1,1,1,0,3,1,1,1,1,4,4,4,6,"keine",1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,2,3,4,1,1,4,4,4,6,"kein",1,1,1,1,1,1,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,NA
"2412",5106231069800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-99,2,1,0,0,0,0,0,0,5,5,1,1,1,1,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,1,1,1,1,3,6,"habe nicht im Homeoffice gearbeitet",1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA
"2413",5106355827510,40,2,3,2,2,40,99,16,39,70,97,4,5,1,1,3,1,5,1,"-99",3,1,1,1,4,4,5,5,3,4,4,5,5,2,10,2,2,35,90,16,35,30,95,4,4,1,1,3,2,3,1,"-99",3,1,1,2,1,4,4,4,4,4,4,5,5,2,4,2,2,20,60,16,24,100,100,4,4,2,2,3,3,4,1,"-99",2,1,1,1,4,4,4,4,3,4,4,5,5,2,60,25,60,3,4,2,1,2,2,3,2,"-99",3,1,1,1,4,4,4,4,4,4,4,0,5,2,90,35,69,3,4,2,1,4,4,1,1,"-99",2,1,1,1,5,5,5,5,5,5,5,5,5,2,90,35,70,2,4,3,1,4,4,4,1,"-99",2,1,1,1,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0
"2414",5106668731220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,5,5,5,1,1,1,1,6,"firma",1,1,1,1,1,1,1,1,1,1,1,5,5,NA,NA,NA,NA,NA,7
"2415",5106701434800,1,1,-99,1,1,0,0,0,0,0,0,3,2,2,2,3,3,2,1,"-99",2,1,3,3,3,2,2,2,1,2,3,2,2,1,-99,2,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,"-99",1,1,1,1,1,1,1,1,1,1,1,1,3,1,-99,1,1,2,2,0,0,1,1,3,3,3,3,3,3,3,2,"-99",2,2,2,2,2,2,2,2,2,2,2,3,3,1,0,0,0,3,3,3,3,3,3,4,1,"-99",4,2,3,3,2,4,4,3,4,2,3,4,4,1,0,0,0,2,2,2,3,3,3,2,2,"-99",2,3,3,3,2,2,2,4,3,3,3,3,3,1,51,0,37,5,3,4,4,3,5,4,2,"-99",3,3,3,5,5,5,4,4,4,4,3,4,4,4,6,3,3,4,2
"2416",5106721549510,0,1,-99,2,1,0,0,0,0,0,0,4,4,1,1,1,1,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,0,0,4,5,1,1,1,1,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,-99,2,1,0,0,0,0,0,0,3,5,1,1,1,1,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,1,1,1,1,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,1,1,1,1,4,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,1,1,1,5,0,"-99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
